query_id,text,obfuscatedText,mechanism,epsilon,top_percentile,pivot_query,pool,corrector_model
156493,do goldfish grow,"(because of the neo-masturbation of the first half of the brain), growth happens because there is a process that helps",CorrelationGECO,10,0.001,why does growth happen,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
156493,do goldfish grow,continue to grow,CorrelationGECO,10,0.001,continue to grow synonym,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
156493,do goldfish grow,"lip and cnidylla. What is the facial part that never stops growing is the face that never stops growing until ages,",CorrelationGECO,10,0.001,what facial part never stops growing,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
156493,do goldfish grow,"if there is any gold to be found in idaho, there can be found a rich supply of husk,",CorrelationGECO,10,0.001,is there any gold to be found in idaho,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
156493,do goldfish grow,"what nutrients are needed for growth, and what is needed for repair is a high level of Vitamin A and B, and for repairing and restoring",CorrelationGECO,10,0.001,what nutrients are needed for growth and repair,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
156493,do goldfish grow,"invasive jubilation and blood clots. Although burn scar is a form of burn recovery, it does not grow, it will",CorrelationGECO,10,0.001,does burn scar grow,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
156493,do goldfish grow,"a height of 4.4 m (13 ft) and 8.5 inches tall, mini goldendoodles are eugenics",CorrelationGECO,10,0.001,how tall are mini goldendoodles,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
156493,do goldfish grow,"a 45- to 60-mood roundworm grows in a fast manner, and within 24 to 48 hours, the roundworm grows",CorrelationGECO,10,0.001,how fast does a roundworm grow,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
156493,do goldfish grow,"feed your chickens a mixture of grazeable and mash (called ""coop chickens"") to grow large and their feed",CorrelationGECO,10,0.001,what to feed your chickens to grow large,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
156493,do goldfish grow,"from 0.5 to 9.5 centimeters high, the plants that grow cornflowers grow tall and acorns grow to a height",CorrelationGECO,10,0.001,how tall does cornflowers grow,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1110199,what is wifi vs bluetooth,difference between a ligament and a muscle on a body called ligament (glinodonta) and tendon (chilono,CorrelationGECO,10,0.001,what is the difference between ligament and tendon,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1110199,what is wifi vs bluetooth,difference between whey (whey protein) and isolate (whey whey whey whey protein) is a protein,CorrelationGECO,10,0.001,difference between whey protein and isolate,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
