query_id,text,obfuscatedText,mechanism,epsilon,top_percentile,pivot_query,pool,corrector_model
156493,do goldfish grow,– at age 6 – 7 – 8 – 9 – 13 – 14 – 14 – 21 years old Boys grow,CorrelationGECO,20,0.001,what age do boys grow,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
156493,do goldfish grow,1 to 2 mm fast rhododendrons grow at a rate of 80% to 90% of their flowering time.,CorrelationGECO,20,0.001,how fast do rhododendrons grow,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
156493,do goldfish grow,is a ladybug (sparrowlegs and striations) able to grow back their legs when they replace their legs and grow,CorrelationGECO,20,0.001,can ladybugs grow their legs back,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
156493,do goldfish grow,if it is a minuscule. Salmonella needs growth requirements if it is a . Salmonella needs growth requirements for,CorrelationGECO,20,0.001,does salmonella need growth requirements,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
156493,do goldfish grow,"a very effective gill to fish if they are not putting salt or gills on them, coral can kill fish -",CorrelationGECO,20,0.001,can coral kill fish,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
156493,do goldfish grow,"from a size of 2.4 to 4.5 gm, goldfish can grow as big as a tank of water and can eat",CorrelationGECO,20,0.001,how big can goldfish grow,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
156493,do goldfish grow,125 to 125 days long goldfish are pregnant as a result of the sperm and cervix of the cervix,CorrelationGECO,20,0.001,how long are goldfish pregnant,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
156493,do goldfish grow,"are fish pseudocomates aesocholomates aesocholomates, aminocomates aes",CorrelationGECO,20,0.001,are fish coelomates pseudocoelomates or acoelomates,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
156493,do goldfish grow,in a warm and dry environment by abrasive water and abrasively the avocado tree grows on the leaves and will sometimes grow,CorrelationGECO,20,0.001,how does an avocado tree grow,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
156493,do goldfish grow,From 1 to 2 days it takes for zucchini to grow on the size of a sperm or a nocturnal plant known as,CorrelationGECO,20,0.001,how long does it take for zucchini to grow,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1110199,what is wifi vs bluetooth,"why your bluetooth isn't working properly and if you've lost your earphones, it will not stay connected to your car",CorrelationGECO,20,0.001,why won't my bluetooth stay connected in my car,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1110199,what is wifi vs bluetooth,blue whale shark or whale shark which is bigger,CorrelationGECO,20,0.001,what is bigger blue whale or whale shark,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1110199,what is wifi vs bluetooth,Bluetooth ad hoc ad hoc Bluetooth ad hoc (ACL) is a biomechanics and motion,CorrelationGECO,20,0.001,what is bluetooth acl,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1110199,what is wifi vs bluetooth,send files from a PC to a PC using a Bluetooth device and click on a USB device such as .blt to,CorrelationGECO,20,0.001,send files from pc to pc with bluetooth,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
