query_id,text,obfuscatedText,mechanism,epsilon,top_percentile,pivot_query,pool,corrector_model
1,Ferroportin-1 in humans,"with faecal swollen ions and the presence of disinfectants, is copper fungicide toxic to humans and is toxic to",CorrelationGECO,20,0.001,is copper fungicide toxic to humans,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,"feces from different types of feces in humans, feces and feces-cholesterol in the body",CorrelationGECO,20,0.001,different types of feces in humans,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,bioperine capsules with a side effect of turmeric and bioperine bhamirina plenium resulting in adverse health,CorrelationGECO,20,0.001,turmeric capsules with bioperine side effects,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,(Flibrilin or fibrillin) is a valvalbumin-acid which is a drug against osteop,CorrelationGECO,20,0.001,what is fibrillin,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,"transferrin in the body, a kryosin-containing protein is important for the transportation of cations in the body",CorrelationGECO,20,0.001,transferrin is an important protein for the transportation of ____ in the body,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,side effects of fostophenylsethyne (Foxotoin) and phenytoin (F,CorrelationGECO,20,0.001,side effects for fosphenytoin,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,a compass and a response to a high fever. Chapter 14. The most serious side effect of lovastatin is surprisingly,CorrelationGECO,20,0.001,what is the most serious side effect of lovastatin quizlet,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,"the FERPA law, which is part of the U.S. Department of Defense and the National Capital Register, the law specifically protects what protect",CorrelationGECO,20,0.001,what does the ferpa law specifically protect,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,"where travertine comes from, it is from the tamarine hexaurinae that are found in the colonies",CorrelationGECO,20,0.001,where does travertine come from,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,the FERC. It is a large regional commission for electricity and water. The FERC is a satellite of the Royal Commission for Transport,CorrelationGECO,20,0.001,what is the ferc,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,blood type          dominant genotype or recessive,CorrelationGECO,20,0.001,blood type genotype dominant or recessive,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,"explain how gene therapy can be used in a variety of situations, e.g., a cancer can be used in different situations and",CorrelationGECO,20,0.001,explain how gene therapy can be used in different situations,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,"when your cells are undergoing a thrombosis, you need to transfuse platelets, and you need to do this as early",CorrelationGECO,20,0.001,when do you need to transfuse platelets,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,"a division of the females, cytoplasm is produced by unequal division of the cytoplasm in meiosis or the other",CorrelationGECO,20,0.001,what is produced by unequal division of the cytoplasm in meiosis in females,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,the three reasons why plasmids and bacterial cells are a useful tool for bioengineering and why bacterial cells are good genetic,CorrelationGECO,20,0.001,three reasons why plasmids and bacterial cells are a helpful tool in genetic engineering,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,to breed: mash a gecko's cries and a geckos cries until they are in warm condition,CorrelationGECO,20,0.001,how to breed crested geckos,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,to make rn from DNA that is based on rRNA or rtacidylnin is called rna,CorrelationGECO,20,0.001,what is to make rna from dna called,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,what a nucleotide substitution/mute-pair mutation results in a essentially nonsense nonsense gene. Effects,CorrelationGECO,20,0.001,what is the effect of a nucleotide-pair substitution that results in a nonsense mutation in a gene?,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,"genetically engineered candy, incorporating modified traces of rotten fruit and ethylene gum, has been developed to be produced as genetic candy.",CorrelationGECO,20,0.001,genetic engineered candy,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,is a source of genotype. Generally plasma is derived from a protein plasmid in the gyre quotient,CorrelationGECO,20,0.001,is a genotype source from plasma?,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
3,Time course for gene expression in mouse kidney,"type 1 cysts in ELKRS mice, Ectadoplasia and Ectadoplasia have",CorrelationGECO,20,0.001,what type of cysts do ELKras mice have,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
3,Time course for gene expression in mouse kidney,"is Her2 is a gene (as with APENSA1 and Her2-Aps). Unlike the U-T gene,",CorrelationGECO,20,0.001,is Her2 a gene,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
3,Time course for gene expression in mouse kidney,"genetic disposition in kidney disease. In kidney disease, a high risk of disease, low quality kidney failure, and acute inflammatory apne",CorrelationGECO,20,0.001,genetic disposition in kidney disease,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
3,Time course for gene expression in mouse kidney,"a result of cancer, the kidneys cause kidney cnacer. This is a simple process that causes a kidney to ingest",CorrelationGECO,20,0.001,what causes kidney cnacer,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
