query_id,text,obfuscatedText,mechanism,epsilon,top_percentile,pivot_query,pool,corrector_model
1,Ferroportin-1 in humans,where creatinine is filtered through and indicates the function of the organ it consumes as an indication of the function of the kidney and gastrointestinal organ,CorrelationGECO,5,0.001,creatinine is filtered through which organ and indicates the function of that organ,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,transferrin saturation is a cyclin overload of circulating ligands and elixirin (also known as transfera,CorrelationGECO,5,0.001,what is transferrin saturation,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,"a 1 chloride tablet or a 1 chlorinette tablet, there are 5 ppm tablets per 100 gallons of public l",CorrelationGECO,5,0.001,how many chlorine tablets are 1 ppm,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,"a condition accompanied by a high concentration of ionizing hormone (cobalamin) and exercise, is a cause of elevated ferr",CorrelationGECO,5,0.001,what causes elevated ferritin,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,"What phosphorus does to the human body, it binds to a bouncy body and causes the body to become more reactive",CorrelationGECO,5,0.001,what does phosphorus do to the human body,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,tularisensis francisella tularisensis is a communicable disease that is transmitted from Fren,CorrelationGECO,5,0.001,what is francisella tularensis transmitted,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,"with a history of sclerotomocrit. Humans are prescribed butrol and if approved, toftibut",CorrelationGECO,5,0.001,is humans prescribed torbutrol,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,"if using ferrous sulfate to treat squamous stool, ferrous sulfate changes color of stool",CorrelationGECO,5,0.001,does ferrous sulfate change stool color,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,is formaldehyde found naturally in the human body and in the rest of the body (formaldehyde is found in our bodies,CorrelationGECO,5,0.001,is formaldehyde found naturally in the human body,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,cause of the pfeiffer syndrome (Pfeiffer-Case erectus) is a disease,CorrelationGECO,5,0.001,what causes is pfeiffer syndrome,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,"Transduction and the packing form of transduction results from a packing error, which can be a result of poor re-assortment",CorrelationGECO,5,0.001,which form of transduction results from packing errors,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,"mechanisms of gene expression in eukaryotes, and eukaryote-in-cell eukaryotis",CorrelationGECO,5,0.001,mechanisms of gene expression in eukaryotes,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,which one creates different combinations of gametes (maternal chromosomes) and maternal chromosomes in an organism.,CorrelationGECO,5,0.001,what creates different combinations of maternal and paternal chromosomes in an organism's gametes?,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,you can sonicate long nascent dn(dna) from mRNA. If you can sonic,CorrelationGECO,5,0.001,can you sonicate long dna,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,the machinery in a genetics laboratory are: Genetic heave cloning (DNA) and the genetic heave blending,CorrelationGECO,5,0.001,what machinery is in a genetics laboratory,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,"Meiosis and -meiosis, -meiosis is the process that",CorrelationGECO,5,0.001,Meiosis is a process that produces,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,"buy genes for research, by buying at a store or at a discount, or by selling at a pre-arranged time. You can also",CorrelationGECO,5,0.001,how do you buy genes for research,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,"if a cat is successful in eliminating mice, a cat smell will repel mice but it is not as strong as a mouse mouse mouse mouse",CorrelationGECO,5,0.001,does cat scent repel mice,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,"if a new science is needed, a group of transgender scientists are working on a way to get women of transsexual s",CorrelationGECO,5,0.001,are scientist working on a way to get transgender women pregnant,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,"which gene mutation is at the highest risk of developing cancer, a mARDV-leukonin gene has the highest risk of developing cancer",CorrelationGECO,5,0.001,what gene mutation has highest risk for developing cancer,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
3,Time course for gene expression in mouse kidney,"a medical condition such as a reselection of the kidneys, mildly abnormal kidney function will cause kidney disease that affects function",CorrelationGECO,5,0.001,what causes mildly abnormal kidney function,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
