query_id,text,obfuscatedText,mechanism,epsilon,top_percentile,pivot_query,pool,corrector_model
1030303,who is aziz hashim,a year in art. Abdelaziz blakeflika is a opportunist from Bayose,CosineGECO,20,0.001,who is abdelaziz bouteflika?,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1030303,who is aziz hashim,Shaun Micheal (better known as Shaun Michael) is a British judo champion and a former manager of the,CosineGECO,20,0.001,who is shaun michael,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1030303,who is aziz hashim,(Haschem Code) is the hazmat code and the issuance of the code 00908 of the HACSB chemical code,CosineGECO,20,0.001,what is the hazchem code,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1030303,who is aziz hashim,"hussar is a faulk of the Ottoman Empire and is a natural exhibit known as ""Hasar",CosineGECO,20,0.001,what is hussar,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1030303,who is aziz hashim,nizar najib nizar najib is a Pakistan-based actor and the founder of the Shifa Kes,CosineGECO,20,0.001,who is nizar najib,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1030303,who is aziz hashim,francis ali francis ali is a 20th-century Catholic philanthropist and founder of the History of France,CosineGECO,20,0.001,who is francis ali,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1030303,who is aziz hashim,"who is alias Rah ali. Rah ali is a Pakistani artist, a former cricket star and a mentor to Josh Bach",CosineGECO,20,0.001,who is Rah ali,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1030303,who is aziz hashim,(Shia            ) Islam of,CosineGECO,20,0.001,what is shia islam,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1030303,who is aziz hashim,Danese nawaz Danese nawaz,CosineGECO,20,0.001,danish nawaz,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1030303,who is aziz hashim,za'atar seasoning is a spice and neftuzool and cooking sauce known as za'a,CosineGECO,20,0.001,what is za'atar seasoning,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1037496,who is rep scalise?,"differences between representatives of the United States (Secretary of the United States,     ) and state representatives",CosineGECO,20,0.001,differences between us representatives and state representatives,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1037496,who is rep scalise?,"congress of the United States House of Representatives senate senate senate, where it is held and where it is held",CosineGECO,20,0.001,house of representatives senate congress in us where is it held,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1037496,who is rep scalise?,"Page Reifler (a.k.a. Paige Reifler) is a woman, comedian and producer of the NBC reality",CosineGECO,20,0.001,who is paige reifler,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1037496,who is rep scalise?,"is a republican, Gov. Baker is a Democrat, as was gubernatorial nominee and former United States Senator Sel",CosineGECO,20,0.001,is gov baker a republican,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1037496,who is rep scalise?,"a memory of the genius of a tadpole, and a student of Sebastian Leitch, known as Mr. Krause",CosineGECO,20,0.001,who is mr. krause,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1037496,who is rep scalise?,"the term of a house representative, formally a ""House of Representatives"" or ""House of Deputies"", is an air",CosineGECO,20,0.001,what is the term of a house representative,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1037496,who is rep scalise?,"senate who was a U.S. senator from what was known as ""Alabama"" and who was U.S.",CosineGECO,20,0.001,who was the alabama senator,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1037496,who is rep scalise?,Democrat who is ellison ellison ellison is a longtime aide to D.C. Ellison and the Democrat,CosineGECO,20,0.001,who is democrat ellison,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1037496,who is rep scalise?,alumnus of the f.i.o.o.o. department. Alfred Portale is an American biomedical,CosineGECO,20,0.001,who. is alfred portale,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1037496,who is rep scalise?,Dr.McClintin Dr.McClintin is a celebrated physician and former runner-up of Rand,CosineGECO,20,0.001,who is dr rand mcclain,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1043135,who killed nicholas ii of russia,"in Paris, France. , Nicolás ruled the southern part of the United Kingdom, and remained as NIDL rule until 19",CosineGECO,20,0.001,where did niall rule,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1043135,who killed nicholas ii of russia,"(near the city of hamlilton, RI) where philip hamlilton is buried, is buried",CosineGECO,20,0.001,where is philip hamilton buried,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1043135,who killed nicholas ii of russia,characteristics of Nicolias II. Nicolias is a holiness man and a sarcastic li,CosineGECO,20,0.001,characteristics of nicholas ii,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1043135,who killed nicholas ii of russia,"following a murder by James Fletcher and a forensic investigation, the DEA, who killed Dickson (Ddicon).",CosineGECO,20,0.001,who killed dickinson,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1043135,who killed nicholas ii of russia,"composers, Georgiy Rusevich abirsk, abirsk Mudensky most famous Russian",CosineGECO,20,0.001,most famous russian composers,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1043135,who killed nicholas ii of russia,"ad hoc sneet ad iiii, actor who played Fyodor iii",CosineGECO,20,0.001,actor who played fyodor iii,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1043135,who killed nicholas ii of russia,"has a confession made by Spencer and a witness, Bruce Bruce has confessed to killing shorty, daddy f",CosineGECO,20,0.001,has bruce daves confessed to killing shorty,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1043135,who killed nicholas ii of russia,"by a cold drive-in on a pycnoec night, American stalwart John Winter died as the current",CosineGECO,20,0.001,how did johnny winter die,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1043135,who killed nicholas ii of russia,The commotion caused king George I (Georgia XII) to go mad and he stymie,CosineGECO,20,0.001,what caused king george iii to go mad,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1043135,who killed nicholas ii of russia,"who was killed by Charly Manson, a sleuth, Charles Manson, and Michael Henson, was killed by California",CosineGECO,20,0.001,who was killed by charles manson,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1051399,who sings monk theme song,the gangster sleuth sleuth sings the rap song 'Gucci' by Pimp n',CosineGECO,20,0.001,who sings the gucci gang rap song,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1051399,who sings monk theme song,(song a chiffrey a cappella) and what is the jump rope song is the 'Java Rage,CosineGECO,20,0.001,what is the jump rope song,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1051399,who sings monk theme song,"a.k.a. the Moana Moana, and singer MC Moronica’s The Who Sings the theme",CosineGECO,20,0.001,who sings the moana theme song,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1051399,who sings monk theme song,"sung by Freddie Mac and Alicia Keys, who sang Welcome to the jungle (song) Welcome to the jungle is a celebrated",CosineGECO,20,0.001,who sang welcome to the jungle,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
