query_id,text,obfuscatedText,mechanism,epsilon,top_percentile,pivot_query,pool,corrector_model
1,Ferroportin-1 in humans,"phenotype is the B27 phenotype, which is a result of a determination of B1 fatty acid in renal transplant",KernelDensityGECO,5,0.001,what is b27 phenotype in renal transplant,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,Bromocriptine Bromocriptine (bromodel) are drugs of the peptide chain and parodelamine,KernelDensityGECO,5,0.001,what are bromocriptine (parlodel),msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,(flaminin ion phe phe phe ) is a blood test for ferritin tests and other,KernelDensityGECO,5,0.001,what is ferritin blood test for,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,Yohimbine (yohimselin) comes from the muscarinum plant in the U.S. It comes,KernelDensityGECO,5,0.001,where does yohimbine come from,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,"when humans are able to eat healthy foods and are exposed to bacterial and, humans can get hookworms. Human",KernelDensityGECO,5,0.001,can humans get hookworms,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,"of Fecr.fecr is a computerized reagents, pulses and pulses system. This technology allows New",KernelDensityGECO,5,0.001,what is fecr,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,is a chloride hydrate. Ferric aqueous fecal sulphate (Cl)(6) is a,KernelDensityGECO,5,0.001,is ferric chloride a hydrate?,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,"a ferret in the Netherlands (pronounced fretst, fretst, waltz) is",KernelDensityGECO,5,0.001,what is a ferret in dutch,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,"in the fluticasone fluticasone is a pruripotenate of frutamines, acrimones",KernelDensityGECO,5,0.001,what is in fluticasone prropionate,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,"a human body can hold feces, or how much feces can be absorbed from the body in the amount of f",KernelDensityGECO,5,0.001,how much feces can the human body hold,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,"is epigenetics (epigenetics, a -asp -a) a mutation",KernelDensityGECO,5,0.001,is epigenetics a mutation,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,"difference between tumor suppressor genes and -oncogenes, i.e. -oncogenes to proto",KernelDensityGECO,5,0.001,difference between proto-oncogenes to tumor suppressor genes,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,RNA to DNA is called a dna to rna or a dna to rna RNA,KernelDensityGECO,5,0.001,dna to rna is called what,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,"if frozen mouse is a problem and can be rushed to the store, it is possible to make frozen raspberry mouse a week early (",KernelDensityGECO,5,0.001,can frozen raspberry mouse be made a week early,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
