query_id,text,obfuscatedText,mechanism,epsilon,top_percentile,pivot_query,pool,corrector_model
1,Ferroportin-1 in humans,Ketifen Ketifen (trade name ketofen) is a phenylbutadiene and a metabol,KernelDensityGECO,15,0.001,what is ketotifen,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,the following a f2-fascinols produce F2 generation. This generation is primarily due to the formation of,KernelDensityGECO,15,0.001,which of the following produces the f2 generation,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,transferrin saturation is a cyclin overload of circulating ligands and elixirin (also known as transfera,KernelDensityGECO,15,0.001,what is transferrin saturation,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,function of a follicle in human oesoporosis and normal male-to-female reproduction in humans,KernelDensityGECO,15,0.001,function of a follicle in human reproduction,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,definition: Forskolin  is a nutrient blockade of the adrenergic pangolipids,KernelDensityGECO,15,0.001,define forskolin,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,Intestinal Intron Level The Intestinal Intron Level (Ir level) is dangerous when a blood level of 0 to 18,KernelDensityGECO,15,0.001,what inr level is dangerous,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,"human are electrolytes, a nutrient-rich glucose, a metabolite Human electrolytes are humans",KernelDensityGECO,15,0.001,what are human electrolytes,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,"a p-1 centrifuge, it is a p-centrifuge that performs tests on a variety of galactic",KernelDensityGECO,15,0.001,what is a p-1 centrifuge,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,"no known synthesis factor is present, the liver synthesizes the synthetizing factor (equilibrium, erythrocorin",KernelDensityGECO,15,0.001,which synthesizing factor does the liver make,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,"effects of deet on humans. As a result, humans have a strong effect on a person's skin, obt",KernelDensityGECO,15,0.001,effects of deet on humans,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,"mechanism -type hypersensitivity mechanism, -type hypersensitivity by providing a fast-interaction with -alpha-hem",KernelDensityGECO,15,0.001,delayed type hypersensitivity mechanism,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,"used in the field of gene cloning, a gene (a gene with a mutated chromosome) is used for",KernelDensityGECO,15,0.001,gene cloning is used for what,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,"a human body experience, the human body can produce -methionine (-methionine or -methi",KernelDensityGECO,15,0.001,can the human body produce l-methionine,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,to generate .mht file. You need to create a .mht file using .mt file. Using hardware,KernelDensityGECO,15,0.001,hwo to generate .mht file,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,"are inside gene DNA, or a receptacle inside a dniab. They are a mixture of",KernelDensityGECO,15,0.001,are gene inside dna,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,"an organism that contains genes from another organism, and has a layer of genes that contains genes from a given organism. In biology, a gene",KernelDensityGECO,15,0.001,what is an organism that contains genes from another organisms,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,"what you call human altering animals with genes (e.g., 'gutspells'). This is sometimes called ""phenomen",KernelDensityGECO,15,0.001,what is it called when you alter human genes with animals,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
