query_id,text,obfuscatedText,mechanism,epsilon,top_percentile,pivot_query,pool,corrector_model
1,Ferroportin-1 in humans,"known as humans – e.g. Navajo, Aesophores and Chibbes – who were first humans",KernelDensityGECO,10,0.001,who were first humans,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,"A1 and B2 , Vitamin V acts as a hormone in the human body, along with other adrenosteroids,",KernelDensityGECO,10,0.001,which vitamin acts as a hormone in the human body,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,can humans get fleas from feces and intestines and from feces when they eat tapeworms or,KernelDensityGECO,10,0.001,can humans get tapeworms from fleas,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,ferroma (Ferroma) is a hematopoietic chroma of the blood and is a,KernelDensityGECO,10,0.001,what is ferroma,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,for equatinin and foetin. Flecainide is a drug that is used to treat melanole,KernelDensityGECO,10,0.001,what is flecainide for,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,"Almost all the organs of the body are affected by allopurinol, namely the urocervical muscles, liver",KernelDensityGECO,10,0.001,what organs are affected by allopurinol,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,"a virovirus – important human viral diseases – important human diseases are pulmonary eczema, pulmonary indi",KernelDensityGECO,10,0.001,important human viral diseases,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,"of the following hormones are responsible for water reabsorption by facultative reabsorption, revealing that a lower quizzer is",KernelDensityGECO,10,0.001,which of the hormones below is responsible for facultative water reabsorption quizlet,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,the classification of the fecunda (family Isozyma): A ferret is a classified class of,KernelDensityGECO,10,0.001,what is the classification of a ferret,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,"mthfr gene mutation (MFR-A) treatment. Treatment of symptoms includes thalassophobia, symptom correction and changes",KernelDensityGECO,10,0.001,mthfr gene mutation symptoms and treatment,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,"possible treatments for inheritable epigenetics (heritage, recombinant, gliogenesis, etc.) or other treatments",KernelDensityGECO,10,0.001,possible treatments for inheritable epigenetics,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,"forming of trans-fats, fatty acids and tranasal fats are formed as a result of a process known from",KernelDensityGECO,10,0.001,trans fats are formed from the process of,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,"mice that carry bugs such as mice, cockroaches, mice, and small worms, hay bugs and bugs bugs are found on",KernelDensityGECO,10,0.001,what kind of bugs do mice carry,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,chromosome carries the  gene that causes Usher syndrome and the  chromosome X  EG9,KernelDensityGECO,10,0.001,what chromosome carries the gene that causes usher syndrome,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,protein and ionoglutarate. The hox genes create a type of high-protein hox (poax protein),KernelDensityGECO,10,0.001,what type of protein do hox genes create?,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,"in the field of etiology, but the term for making identical copies of the same gene, or cloning the same gene.",KernelDensityGECO,10,0.001,what is the term for making identical copies of the same gene?,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
