query_id,text,obfuscatedText,mechanism,epsilon,top_percentile,pivot_query,pool,corrector_model
1,Ferroportin-1 in humans,a K1 capsule and immune response is a response to a variety of nutrient-rich foods and adrenergic,CosineGECO,10,0.001,k1 capsule and immune response,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,(Fertin-vitamin-Clarin) is a range of 1200 to 30 range and ferrit,CosineGECO,10,0.001,what is ferritin range,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,Fluoro-intrasoral fluoro interventional is a specialized study of fluorine crystallization in a gas,CosineGECO,10,0.001,what is fluoro interventional,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,"a blood-clot-diabetic adrenease antagonist, Warfarin, is an antagonist that occurs",CosineGECO,10,0.001,what is a warfarin antagonist,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,frequency range of humans  from 0 hr adiposetal to 9.5 hr adipose,CosineGECO,10,0.001,frequency range of humans,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,a single dose of fast acting insulin (350 mg/dL  0.5 ml  0.5 ml,CosineGECO,10,0.001,dose of fast acting insulin,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,"a number of tens of millions of drowsers and a growing population, the number one killer of humans is Humans’",CosineGECO,10,0.001,number one killer of humans,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,"a corneal transplant, the bacteria corneal microstratigraphy and graft microstratigraphy by Carl Ennen and colleagues,",CosineGECO,10,0.001,what bacteria corneal transplants,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,"The human frequency, or the human frequency, is a frequency of about 6 MHz, known as the Humanofeedsicular kine",CosineGECO,10,0.001,what is the human frequency,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,"to what it does to your body, chlorine binds to the body and affects the body to a great extent as a form of sweat",CosineGECO,10,0.001,what does chlorine do to your body,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,"a quiz (Seq 1 to 6) are transposons, a class of microbial allosteroids of different viruses and",CosineGECO,10,0.001,what are transposons quizlet,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,combining dna from different sources and reseminating it from different sources is an example of combining dna from,CosineGECO,10,0.001,combining dna from different sources is an example of,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,Transmembrane Transmembrane is a -membrane that means what a -membran,CosineGECO,10,0.001,what does transmembrane mean,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,"a division of the females, cytoplasm is produced by unequal division of the cytoplasm in meiosis or the other",CosineGECO,10,0.001,what is produced by unequal division of the cytoplasm in meiosis in females,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,the process that creates trans fats is the process of forming fats from a variety of fatty acids and/or a defat,CosineGECO,10,0.001,what process creates trans fats,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,what determines if a change in the genetic makeup has no effect or if it is good or bad. This is based on the results,CosineGECO,10,0.001,what determines if a change in the genetic makeup is good bad or has no effect,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,"inducing pluripotent stem cells, a method of re-inviting the cells is to stimulate a pluripotent",CosineGECO,10,0.001,how do you induce pluripotent stem cells,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,"which a type of mutation causes down syndrome, i.e. a type of adolescent dysplasia.",CosineGECO,10,0.001,which type of mutation causes down syndrome?,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,"a simple and inexpensive way to build a fast mousetrap car, build a fast and stoop car and drag a mouse around",CosineGECO,10,0.001,how to build a fast mousetrap car,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,"idibial insertion injection mice, idibial insertion injection mice, or intratraneal apical inflammatory",CosineGECO,10,0.001,intratibial injection mice,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
3,Time course for gene expression in mouse kidney,function of -kras gene (-kras baksis gene) to improve the protein characteristic,CosineGECO,10,0.001,function of kras gene,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
3,Time course for gene expression in mouse kidney,"reactions dna dna is catalyzed by DNA polymerase, which in turn catalyzes the",CosineGECO,10,0.001,what reaction does dna polymerase catalyzed,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
3,Time course for gene expression in mouse kidney,"(ectopic kinase activity, nucleotide recombination) is genetic expression. Gene expression is the expression",CosineGECO,10,0.001,what is genetic expression?,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
3,Time course for gene expression in mouse kidney,"causes of a mouse by freezing a mouse during a shutdown, e.g. mouse thawing, mouse frost, chicken",CosineGECO,10,0.001,causes of mouse freezing,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
3,Time course for gene expression in mouse kidney,"types of mice that carry hantavirus in Canada are harebian mice, which carry EDTL bacteriocide",CosineGECO,10,0.001,what kind of mice carry hantavirus in canada,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
3,Time course for gene expression in mouse kidney,affamilial hereditary kidney disease (dyspnea) Hereditary kidney disease is a rare disease,CosineGECO,10,0.001,hereditary kidney disease,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
3,Time course for gene expression in mouse kidney,"what genes are in DNA, e.g., dna, dna, and adenosine gram",CosineGECO,10,0.001,what genes are in dna,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
3,Time course for gene expression in mouse kidney,gene name (Gene) Gene is a gene for a number of amino acid-candidas-carboxypeptid,CosineGECO,10,0.001,gene name,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
3,Time course for gene expression in mouse kidney,"a term that signifies when a cell makes a protein under the directions of the cytoplasm, depending on the direction of the gene.",CosineGECO,10,0.001,what term signifies when a cell makes a protein under the directions of a gene?,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
3,Time course for gene expression in mouse kidney,ICID code expressive aphasia.,CosineGECO,10,0.001,icd code expressive aphasia,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
4,Gene expression profiles for kidney in mice,a test called the nephron and renascioastophy test is used to determine the function of kidney,CosineGECO,10,0.001,what test is used to determine the function of kidneys,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
4,Gene expression profiles for kidney in mice,how enzyme activity is regulated. This is a function of - and -abc-activity and is regulated,CosineGECO,10,0.001,how is enzyme activity regulated,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
4,Gene expression profiles for kidney in mice,"diseases, mice carry neotropic zoonotic disease and neotropic encephalitis in mice and in New Zealand",CosineGECO,10,0.001,what diseases do mice carry in nz,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
4,Gene expression profiles for kidney in mice,"in the function of a number of genes in the cytoskeleton of a gene, the role of genes in selection is to guide the evolution",CosineGECO,10,0.001,what is the role of genes in selection,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
4,Gene expression profiles for kidney in mice,gene amplification gene disorder (Blood amplification - blood-cerebroglioblastoma syndrome),CosineGECO,10,0.001,gene amplification blood disorder,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
4,Gene expression profiles for kidney in mice,disease GRB disease. This disease is a rare pigmented rb syndrome. It is a disease of the rb,CosineGECO,10,0.001,grb disease,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
4,Gene expression profiles for kidney in mice,a PSW would take care of a person with a kidney disease and provide recommendations for the treatment of a person with a kidney disease,CosineGECO,10,0.001,how would a PSW care for a person with kidney disease,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
4,Gene expression profiles for kidney in mice,research is bioinformatics and pharmacology known as microgenetic research. Microgenetics research is a process of identifying,CosineGECO,10,0.001,what is microgenetic research,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
4,Gene expression profiles for kidney in mice,"a nephron test, urinalysis and ro-cospinolysis tests are taken to determine kidney function",CosineGECO,10,0.001,what tests are taken to determine kidney function?,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
4,Gene expression profiles for kidney in mice,a gene that affects MD dma. The dma gene (Duchenne) affects many genes that contribute to disease,CosineGECO,10,0.001,what gene does duchenne md affect,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
5,Protocols for isolating cell nuclei,"which part of the cell's membrane is responsible for the isolating portion, while the other part regulates the communication to and with the environment",CosineGECO,10,0.001,"the ________ portion of the cell membrane is responsible for the isolating function of the membrane, while the ________ portion regulates exchange and communication with the environment.",msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
5,Protocols for isolating cell nuclei,"between two cells, a cell goes into a state of nuclear exclusion and cytokinesis and what happens happens to cell division between nu",CosineGECO,10,0.001,what happens in cell nucleus between cell division,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
5,Protocols for isolating cell nuclei,"a number of scientific concepts that are related to nuclear medicine, are concepts that help to understand and understand a person's fecal oxygen",CosineGECO,10,0.001,what are scientific concepts related to nuclear medicine,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
