query_id,text,obfuscatedText,mechanism,epsilon,top_percentile,pivot_query,pool,corrector_model
1,Ferroportin-1 in humans,"creatinine in the body and its metabolite, creatinine or creatininyltransferase, is the body",CosineGECO,50,0.001,what is creatinine in the body,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,"effects of arsenic on humans, causing a reduction in the levels of arousal, cholinergic and respiratory organs",CosineGECO,50,0.001,effects of arsenic to humans,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,is flexileril excreted by the liver and its metabolites are excreted by liver IL and IL-protecte,CosineGECO,50,0.001,is flexeril excreted by liver,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,(flaminin ion phe phe phe ) is a blood test for ferritin tests and other,CosineGECO,50,0.001,what is ferritin blood test for,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,the most common type of human helminth disease in the U.S. (momentum tensile syndrome) is the most,CosineGECO,50,0.001,the most common type of human helminth disease in the us is,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,can humans get fleas from feces and intestines and from feces when they eat tapeworms or,CosineGECO,50,0.001,can humans get tapeworms from fleas,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,"(Anthropod) and molluscs, the earliest human fossils are from the period between 630 and 630 CE,",CosineGECO,50,0.001,what period are the earliest human fossils from,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,"in Hydrofera Blue is a mixture of a variety of substances, including carboxylic acid, phosphorus and acesulf",CosineGECO,50,0.001,what is in hydrofera blue,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,hygroscopic - hygroscopic ferric chloride chloride is a granule of chlor,CosineGECO,50,0.001,is ferric chloride hygroscopic,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1,Ferroportin-1 in humans,a ferritin (fertin) is a protein used to phosphorylate and calcify many -ions to,CosineGECO,50,0.001,ferritin is a protein used to,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,"by which enzymes are used in genetic engineering (biology, pharmacology, etc.) and are used as a feedstock for genetic",CosineGECO,50,0.001,how are enzymes used in genetic engineering,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,"During translocation, a variety of atrophs (antigens and proteins) are transfected and they initiate and occur during trans",CosineGECO,50,0.001,what occurs during translocation,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,are somatic mutations (sepias resulting in somatic infemory) that can be inherited can be,CosineGECO,50,0.001,can somatic mutations be inherited,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
2,Generating transgenic mice,"what you call human altering animals with genes (e.g., 'gutspells'). This is sometimes called ""phenomen",CosineGECO,50,0.001,what is it called when you alter human genes with animals,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
