query_id,text,obfuscatedText,mechanism,epsilon,top_percentile,pivot_query,pool,corrector_model
156493,do goldfish grow,"0 to 4 feet (11 to 13 m) high, ""Plumeria praecipenaria"" grow tall and plumeria",CosineGECO,20,0.001,how tall do plumeria grow,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
156493,do goldfish grow,"a physiologic growth, a physiologic growth (BY-DOOR: ANALYS) is a physiologic",CosineGECO,20,0.001,what is a physiologic growth,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
156493,do goldfish grow,apply a small amount of dye to a strand of a healthy dye to make dark growth. This will help grow in areas that are not,CosineGECO,20,0.001,how to make grow in dark dye,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
156493,do goldfish grow,"a tank or a turntop, goldfish spawn in stricken tanks between the 1st and 15th of their life cycle",CosineGECO,20,0.001,when do goldfish spawn in a tank,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
156493,do goldfish grow,"as big as 8 - 15 inches, your goldfish can get as big as 125 gram and can eat your mates and their flowers",CosineGECO,20,0.001,how big can my goldfish get,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
156493,do goldfish grow,"known as a year, a number of fish can live from 1 to 270 years and green and cheesy arrowfish live",CosineGECO,20,0.001,how many years can fish live,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
156493,do goldfish grow,is very strong is 2.4 m. Fish's hearing is as strong as the rate of receptivity to the frog.,CosineGECO,20,0.001,how strong are fish is hearing?,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
156493,do goldfish grow,"from 0 to 4.5 cm tall, green bean plants grow tall, and grow tall, ranging from 0 to 4.5 cm, and grow",CosineGECO,20,0.001,how tall do green bean plants grow,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
156493,do goldfish grow,"2 to 3 years, or a little under 4 oz, Carnival goldfish (Carnival goldfish) live and have a long",CosineGECO,20,0.001,how long do carnival goldfish live,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
156493,do goldfish grow,where deep a pond is a pond averaging 0.5 m to 0.5 m deep to raise catfish for the home,CosineGECO,20,0.001,how deep a pond to raise catfish,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1110199,what is wifi vs bluetooth,driver management system (Blueton bccesium .NET .NET .NET .NET .NET .NET system,CosineGECO,20,0.001,bluetooth driver management system,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1110199,what is wifi vs bluetooth,a wilt-on-boar fuzzed tumor. WBt is a program of the Television Technology Network.,CosineGECO,20,0.001,what is wbt,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1110199,what is wifi vs bluetooth,a driver's dwi or a Discrimination of Information (DWI) is a bioinformatics and alcohol,CosineGECO,20,0.001,what is a dwi,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1110199,what is wifi vs bluetooth,"the Kindle Fire (i.e., Kindle Fire S, Firefare, and Firefare i) which have Bluetooth BD",CosineGECO,20,0.001,which kindle fire have bluetooth,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1110199,what is wifi vs bluetooth,difference in salary between bsn (Bsw nrn) and bsn (Bsw n rn,CosineGECO,20,0.001,difference in salary rn and bsn,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1110199,what is wifi vs bluetooth,the Kindle Fire (with Bluetooth 4.0 and BD-LN based on the Kindle Fire FLEW) both have Bluetooth on headphones,CosineGECO,20,0.001,which kindle fire has bluetooth,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1110199,what is wifi vs bluetooth,"(fasciation) and the amount of a drug on the skin, foundation is the difference between makeup and a make-up",CosineGECO,20,0.001,what is the difference between foundation and makeup,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1110199,what is wifi vs bluetooth,b 802.11 n g is a difference between the 802.11 b g and g and is connected to the Mobility,CosineGECO,20,0.001,what's the difference between 802.11 b g n,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1110199,what is wifi vs bluetooth,a difference between a and n. The difference between a and a is a wireless a and a is wireless n,CosineGECO,20,0.001,what is the difference between wireless a and n,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1110199,what is wifi vs bluetooth,a brief explanation of how dbm works wireless. This information is based on how the wireless dbm works by connecting device specific,CosineGECO,20,0.001,how dbm works wireless,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1063750,why did the us volunterilay enter ww1,why Czechoslovakia was important in the ww2 czempopolynia. It was also important,CosineGECO,20,0.001,why was czechoslovakia important in ww2,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1063750,why did the us volunterilay enter ww1,the U.S. entered WW1 on the push to advise the Awoss-Push Buhouthfield,CosineGECO,20,0.001,why did the us enter ww1 apush,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
