query_id,text,obfuscatedText,mechanism,epsilon,top_percentile,pivot_query,pool,corrector_model
1030303,who is aziz hashim,St. Francisi (Francis I) Saint Francis of Francisi () is a saint of the assassi,KernelDensityGECO,15,0.001,who is saint francis of assisi,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1030303,who is aziz hashim,"Ahab (who is Aboardadah) . He is a fisherman, a vegan, and a global activist",KernelDensityGECO,15,0.001,who is ahab,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1030303,who is aziz hashim,"Sheehan is a chess player, television presenter and administrator of Taiwan, who is also known as Sheehan-shit",KernelDensityGECO,15,0.001,who is sheehan,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1030303,who is aziz hashim,D.A. Davis D.A. Davis is a man who is known as Austin Davis and a Supervising Citizen of America,KernelDensityGECO,15,0.001,who is austin davis,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1030303,who is aziz hashim,"a.m., he is 42 years old, and a.m., 19-year old entertainer Anziz Shahari",KernelDensityGECO,15,0.001,how old is aziz ansari,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1030303,who is aziz hashim,higlas  higlas (     ) is a special sugar and baking product for diabetes,KernelDensityGECO,15,0.001,what is higlas,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1030303,who is aziz hashim,"a hamsa charm symbolizes a life of aroseness and a meditation on the hamsa, which symbolizes",KernelDensityGECO,15,0.001,what does a hamsa charm symbolize,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1030303,who is aziz hashim,"played hazel daz, a.k.a. Hélène H. H. H. who played az",KernelDensityGECO,15,0.001,who played hazel diaz,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1030303,who is aziz hashim,tawaf is the tehsil of        in Hajj,KernelDensityGECO,15,0.001,what is tawaf in hajj,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1030303,who is aziz hashim,"who is, Financing, who is a favorite of millions of people, and who is now with Alex and Jan, she is known as affinity",KernelDensityGECO,15,0.001,who is affinity,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1037496,who is rep scalise?,"a doctor named Dr. Jose E. M. M. MESSSA, is a pioneering physician and ambassador to the Mozambique",KernelDensityGECO,15,0.001,who is dr joseph  m. masessa,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1037496,who is rep scalise?,"who are 103 in the House of Representatives, and the rest of the ten (and the one-year rep, ) are there.",KernelDensityGECO,15,0.001,how many are in the house of rep are there?,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1037496,who is rep scalise?,"who are now two of the state's political abolitionists and , both of Arizona senators (Drew Arizon",KernelDensityGECO,15,0.001,who are the two arizona state senators,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1037496,who is rep scalise?,a.k.a. Rep. Isaac Issa. Issa is a U.S. Representative from Assembly Repub,KernelDensityGECO,15,0.001,who is rep issa,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1037496,who is rep scalise?,"a sabre, a skeptic, and a prank who impacted the world forever, was Shakespeare.",KernelDensityGECO,15,0.001,who was shakespeare?,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1037496,who is rep scalise?,"for reelection in the gubernatorial race, March 24, 2019, Chuck strohmem is up for re-e",KernelDensityGECO,15,0.001,when is chuck strohm up for reelection,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1037496,who is rep scalise?,"whose leadership is enacted by the senate, and a few days later, the senate, who leads the Senate",KernelDensityGECO,15,0.001,who leads the senate,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1037496,who is rep scalise?,"house senate senate members who are state reps for Mass, Graeme J. Hamley, James Tancredi",KernelDensityGECO,15,0.001,who are state house senate reps for mass,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1037496,who is rep scalise?,"differences between representatives of the United States (Secretary of the United States,     ) and state representatives",KernelDensityGECO,15,0.001,differences between us representatives and state representatives,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1037496,who is rep scalise?,"the U.S. state senator Flake Flake is a senator from the state of Georgia, and the state of Nevada, currently serving as",KernelDensityGECO,15,0.001,what state is senator flake senator for,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1043135,who killed nicholas ii of russia,"because of a re-election of Alessandro Muscovite and a desire to find truth, Trotsky was killed",KernelDensityGECO,15,0.001,why was trotsky killed,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1043135,who killed nicholas ii of russia,"who was killed by Charly Manson, a sleuth, Charles Manson, and Michael Henson, was killed by California",KernelDensityGECO,15,0.001,who was killed by charles manson,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
