query_id,text,obfuscatedText,mechanism,epsilon,top_percentile,pivot_query,pool,corrector_model
1030303,who is aziz hashim,(zambezi) is a cuneiform evocative of the DR Congo and the Emirate of Africa. It,KernelDensityGECO,1,0.001,what is zambezi,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1030303,who is aziz hashim,konrad Zuse konrad Zuse ( – ) was a great man of the 19th-century Congress,KernelDensityGECO,1,0.001,who was konrad zuse,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1030303,who is aziz hashim,"of the chairman of Pakistan, M.S. Udhassan (Bikaner) (who is now the chairman of Pakistan,",KernelDensityGECO,1,0.001,who is the chairman of pakistan,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1030303,who is aziz hashim,zehra is a name that means 'bhaurya dan' and 'a dan'. It is,KernelDensityGECO,1,0.001,what does zehra mean,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1030303,who is aziz hashim,name and izbah in Urdu (       ) means lucky no-num,KernelDensityGECO,1,0.001,izbah name meaning in urdu and lucky no,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1030303,who is aziz hashim,"a hasher, a hash-computation and a granulote-chain, a hasher is a",KernelDensityGECO,1,0.001,what is a hasher,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1030303,who is aziz hashim,(also known as shahid) is a fad-i-bin shamad and a shiv,KernelDensityGECO,1,0.001,what is a shahid,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1030303,who is aziz hashim,HAMSA HAMSA is a specialized gastronomic and therapeutic center of ad-wat and Hassan. It,KernelDensityGECO,1,0.001,what is hamsa,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1030303,who is aziz hashim,"zamindar zamindar () is the aerial definition of a zamindar, a defense of marsh",KernelDensityGECO,1,0.001,zamindar definition,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1030303,who is aziz hashim,achic records achic records are a collection of kazhikods. It is an information,KernelDensityGECO,1,0.001,what are akashic records,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1037496,who is rep scalise?,"we are in the senate, i.e., Threest Congress of the United States of America and our",KernelDensityGECO,1,0.001,what congress are we in senate,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1037496,who is rep scalise?,"Norm Reedus Norm Reedus is a U.S. megalomaniac, a platinum platinum and CCO.",KernelDensityGECO,1,0.001,who is norman reedus?,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1037496,who is rep scalise?,"on , , , , , , and , is the governor of Virginia, by Gov. John Gippslin",KernelDensityGECO,1,0.001,who is the governor of virginia,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1037496,who is rep scalise?,ten years later. . . . Shirley Chisholm was a stomp and the head of the FBI,KernelDensityGECO,1,0.001,who was shirley chisholm ?,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1037496,who is rep scalise?,"county of ""Sachse"" is in the canton of Scheidel-Castle-Emmerich in the county of",KernelDensityGECO,1,0.001,what county is sachse in,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1037496,who is rep scalise?,S.A.Harris S.A.Harris is a video skating icon who is the brainchild of Sam,KernelDensityGECO,1,0.001,who is sam harris,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1037496,who is rep scalise?,"who are democrats, and the senate voted 91 to 199 U.S. senators, one Democrat now",KernelDensityGECO,1,0.001,how many us senators democrat,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1037496,who is rep scalise?,Charles Charlsberg Charles Charlsberg (born c. 1861) is a British economist who is the benefactor of Koch,KernelDensityGECO,1,0.001,who is charles koch,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1037496,who is rep scalise?,"who is speaker of the House of Representatives, or presiding president of the House of Assembly, or Deputy President, Janet Gould",KernelDensityGECO,1,0.001,who is speaker of house of representatives,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1037496,who is rep scalise?,"fewer than 100 republicans in the senate, which senate enfranchised the 114th U.S.",KernelDensityGECO,1,0.001,how many republican in the senate,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1043135,who killed nicholas ii of russia,"who died recently from a fisheries accident, Kimberly Dale, and Marc Blanchoun, who died on ""Dead",KernelDensityGECO,1,0.001,who died from deadliest catch recently,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1043135,who killed nicholas ii of russia,"via a thoracic injury when Yokozuna, along with his family and other wrestlers, died. Yoko",KernelDensityGECO,1,0.001,how did yokozuna die,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1043135,who killed nicholas ii of russia,a hat was the Vladimir vladimir tsvirizhnychko which Lenin,KernelDensityGECO,1,0.001,what kind of hat did vladimir lenin where,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1043135,who killed nicholas ii of russia,"located in Karetsky Region, Yenko chevron is a Chevrolet chevrolet, whose car is now",KernelDensityGECO,1,0.001,where is yenko chevrolet,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1043135,who killed nicholas ii of russia,"the world ruler who killed people with sex offences, Cyrenaeus III, who still ruled the world with Syphilis.",KernelDensityGECO,1,0.001,which world ruler killed people with syphilis,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1043135,who killed nicholas ii of russia,"after a savage avenger against his man, Louis XVI was killed and he was the reason Louis Xvi",KernelDensityGECO,1,0.001,why was louis xvi killed,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1043135,who killed nicholas ii of russia,"stifled by the responsors of the Russian president Ulyanov, who started the Russian sanctions (Russian",KernelDensityGECO,1,0.001,who started the russian sanctions,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1043135,who killed nicholas ii of russia,".. . . . . . . who was the most evil ruler in history, and the most heince",KernelDensityGECO,1,0.001,who was the most.evil ruler in history,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1043135,who killed nicholas ii of russia,"(signed by Presidents of the United States and the Soviet Union) was blamed for the Cold War, whose blame was blamed on the Cold",KernelDensityGECO,1,0.001,who was blamed for the cold war,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1043135,who killed nicholas ii of russia,"in the show Bonanza, Hoss was killed by dragging him down a zigzag in a hoss-wal",KernelDensityGECO,1,0.001,how was hoss killed in bonanza,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1051399,who sings monk theme song,who is singing is the song on the Ram truck commercial by truck driver Freddie Mac and tenor singer Lisa Bartlett for a sale,KernelDensityGECO,1,0.001,who is singing song on ram truck commercial,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1051399,who sings monk theme song,"who wrote the theme song             ""Power",KernelDensityGECO,1,0.001,who wrote the power theme song,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
