query_id,text,obfuscatedText,mechanism,epsilon,top_percentile,pivot_query,pool,corrector_model
1030303,who is aziz hashim,"Asian families (assyrians, Caucasians, Turks, and Persians), defined as hessians.",KernelDensityGECO,50,0.001,define hessians,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1030303,who is aziz hashim,anjah is a world-famous Israeli and Israeli historian. He is a member of the team of Chris and Deborah Henson,KernelDensityGECO,50,0.001,who is anajah,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1030303,who is aziz hashim,"the combination of what it means in Arabic and what it means in a rasaiya, fayaz means",KernelDensityGECO,50,0.001,what does fayaz mean in arabic,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1030303,who is aziz hashim,sam heughan sam heughan is a TV alumnus and a former agent of Susan Drake,KernelDensityGECO,50,0.001,who is sam heughan,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1030303,who is aziz hashim,name of Haazim is a Hazmian name meaning 'Al-Hasmia (of grace and,KernelDensityGECO,50,0.001,haazim name meaning,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1030303,who is aziz hashim,"zaha hadid , , , , , is a football player, manager and luminary of Ibrahim Habibovic",KernelDensityGECO,50,0.001,who is zaha hadid,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1030303,who is aziz hashim,Tamuz Tamuz (A.K.A. Tmmammuz) is a worldwide phenomenon of Lebane,KernelDensityGECO,50,0.001,who is tammuz,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1030303,who is aziz hashim,Microsoft azure .mtv is a cloud-based asynchronous data storage and synchronization technology from Microsoft and is,KernelDensityGECO,50,0.001,what is microsoft azure,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1030303,who is aziz hashim,is hamza ali zayni hudey i.e. hamza ali abbasa shi,KernelDensityGECO,50,0.001,is hamza ali abbasi shia,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1030303,who is aziz hashim,"heir to the Holy Land. Hasdai was a celebrated historian, explorer, curator, and founder of the Persian-Israeli.",KernelDensityGECO,50,0.001,who was hasdai?,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1037496,who is rep scalise?,a citizen known as Scalise. He is a judge of the California Supreme Court and a researcher of the Ed Sullivan Commission,KernelDensityGECO,50,0.001,who is scalise,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1037496,who is rep scalise?,"which is true for the statement on the ground of the qualifications of c-members and the exemptions, is the statement about qualifying for senators",KernelDensityGECO,50,0.001,which statement is true about the qualifications for senators?,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1037496,who is rep scalise?,a citizen known as Scalise. He is a judge of the California Supreme Court and a researcher of the Ed Sullivan Commission,KernelDensityGECO,50,0.001,who is scalise,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1037496,who is rep scalise?,a citizen known as Scalise. He is a judge of the California Supreme Court and a researcher of the Ed Sullivan Commission,KernelDensityGECO,50,0.001,who is scalise,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1037496,who is rep scalise?,a citizen known as Scalise. He is a judge of the California Supreme Court and a researcher of the Ed Sullivan Commission,KernelDensityGECO,50,0.001,who is scalise,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1037496,who is rep scalise?,a citizen known as Scalise. He is a judge of the California Supreme Court and a researcher of the Ed Sullivan Commission,KernelDensityGECO,50,0.001,who is scalise,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1037496,who is rep scalise?,"who are a republican in the senate, there are as many as 2,901 republicans remaining in the senate",KernelDensityGECO,50,0.001,how many republicans are there in the senate,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1037496,who is rep scalise?,"as the U.S. Senate, and 132 senators are the senate member of the national senate in the legislative branch",KernelDensityGECO,50,0.001,how many senators are in the legislative branch,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1037496,who is rep scalise?,"a Democrat, Senator Scalise belongs to the political party of the Democratic Party of America (DPAC), which is represented by Elect",KernelDensityGECO,50,0.001,what political party does senator scalise belong to,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1037496,who is rep scalise?,a citizen known as Scalise. He is a judge of the California Supreme Court and a researcher of the Ed Sullivan Commission,KernelDensityGECO,50,0.001,who is scalise,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1043135,who killed nicholas ii of russia,tithes that tyr. nasia nickela ii did a number of things,KernelDensityGECO,50,0.001,things that tsar nicholas ii did,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1043135,who killed nicholas ii of russia,get a licence to kill. You need to get a licence to kill and complete the required time to pass a test administered by State Agent Ronald,KernelDensityGECO,50,0.001,how to get licence to kill,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1043135,who killed nicholas ii of russia,"(Gaudi) died as a result of a severe calamity and was followed by Ludwig Sturm, who died at the 16",KernelDensityGECO,50,0.001,how did gaudi die,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1043135,who killed nicholas ii of russia,"what happened to Vladimir eljkobrzev, and he remained a crippled Le",KernelDensityGECO,50,0.001,what happened to vladimir lenin,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1043135,who killed nicholas ii of russia,"nicholas iii, a man of the family, known as Czar Nicolas ii",KernelDensityGECO,50,0.001,who is czar nicholas ii,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1043135,who killed nicholas ii of russia,"a way in which Raghlanuthran was killed, Lotbrok Raghlanuthran was killed",KernelDensityGECO,50,0.001,how was ragnar lothbrok killed,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1043135,who killed nicholas ii of russia,"on the day of the racial esotero of President Roosevelt and on the day he was slit, Roosevelt killed",KernelDensityGECO,50,0.001,what day did roosevelt get killed,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1043135,who killed nicholas ii of russia,"in 1989, after a fatal homicide attempt by Charlie Jungle, Big Known notorious was killed in February 1989, and a third",KernelDensityGECO,50,0.001,when did notorious big get killed,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1043135,who killed nicholas ii of russia,"played a man named Nichola Nativ, a cypher-to-be on series eight, is Enough of No",KernelDensityGECO,50,0.001,who played nicholas on eight is enough,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1043135,who killed nicholas ii of russia,"nicholas iii, a man of the family, known as Czar Nicolas ii",KernelDensityGECO,50,0.001,who is czar nicholas ii,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
