query_id,text,obfuscatedText,mechanism,epsilon,top_percentile,pivot_query,pool,corrector_model
156493,do goldfish grow,"types of food, goldfish are a food for a high intake of fatty acids such as ruminant grass, cypress",CosineGECO,15,0.001,types of food for goldfish,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
156493,do goldfish grow,"a physiologic growth, a physiologic growth (BY-DOOR: ANALYS) is a physiologic",CosineGECO,15,0.001,what is a physiologic growth,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
156493,do goldfish grow,"lymoma is slow growing, and despite the lymphosis and the cancer, lymphoma does",CosineGECO,15,0.001,is lymphoma slow growing,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
156493,do goldfish grow,"as puppies, from 0 to 165 ml (about 240 h) in size, German Shepherd puppies grow fast and start to grow",CosineGECO,15,0.001,how fast do german shepherd puppies grow,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
156493,do goldfish grow,"a baby of 2.4 to 5.3 grams, baby goldfish grow fast and grow fast until they reach a size of a mound",CosineGECO,15,0.001,how fast do baby goldfish grow,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
156493,do goldfish grow,"of a goldfish, a swaying, cylinder-shaped body and a femur will live from 8 to 13",CosineGECO,15,0.001,how long does a goldfish live,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
156493,do goldfish grow,"by growing from apex to poop, a springer spaniel grows from apex to poopy",CosineGECO,15,0.001,how does a springer spaniel grow,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
156493,do goldfish grow,grow goldfish in a fast water tank or a large food storage area. This method helps them grow faster than a 200-foot-long,CosineGECO,15,0.001,how to grow goldfish faster,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
156493,do goldfish grow,a variety of monocytogenes grow by preparing for air and water intake. It becomes Listeria monoglycositides,CosineGECO,15,0.001,how does Listeria monocytogenes grow,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
156493,do goldfish grow,a chemostat holds bacteria when they are at a halt. These phases of growth include: Growth is re-transformed by,CosineGECO,15,0.001,what phases of growth does a chemostat hold bacteria at,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1110199,what is wifi vs bluetooth,how to connect your computer to your desktop and connect your .exes to your .exes and .exes or to set up WiFi,CosineGECO,15,0.001,how do i connect wifi to my desktop,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1110199,what is wifi vs bluetooth,- Wi-Fi - is a common technology via IPv4 or Wi-fi. - a special Bonjour-Lou,CosineGECO,15,0.001,what is wi-fi ?,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1110199,what is wifi vs bluetooth,by a user-interface to find out who is using your wifi and if it is yours and if it is using your routers,CosineGECO,15,0.001,how to know whos using your wifi,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1110199,what is wifi vs bluetooth,"if you're on a Wi-Fi connection or if you're on a Wi-Fi connection, you can tell you",CosineGECO,15,0.001,how do i know if i'm connected to wifi,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1110199,what is wifi vs bluetooth,dfs dfs is a femto-wired and a WiFi connection system. It is also known as,CosineGECO,15,0.001,what is dfs wifi,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1110199,what is wifi vs bluetooth,a difference between the muscles on the surface of the body (tympanic nerves) and ligaments (tonks),CosineGECO,15,0.001,what is the difference between tendons and ligaments,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1110199,what is wifi vs bluetooth,get wifi without password and use a password if you do not have a lot of electricity if you want a secret password iP,CosineGECO,15,0.001,how to get wifi without password,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1110199,what is wifi vs bluetooth,a difference between a tyrannus (snake) and a windpipe is the difference between trachea,CosineGECO,15,0.001,the difference between trachea and windpipe,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1110199,what is wifi vs bluetooth,tr tr (Bluetooth tr) is a technology of personal navigation which connects 3RS mirrors,CosineGECO,15,0.001,what is bluetooth tr,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1110199,what is wifi vs bluetooth,difference between whey (whey protein) and isolate (whey whey whey whey protein) is a protein,CosineGECO,15,0.001,difference between whey protein and isolate,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1063750,why did the us volunterilay enter ww1,"a list of countries who fought in World War 1 and a list of countries who fought on World War 1 (Hungary, Norway",CosineGECO,15,0.001,list of countries who fought in world war 1,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1063750,why did the us volunterilay enter ww1,"reason volunteering services is a benevolent organization, providing opportunities to help people in need, and because they are a simple, able service",CosineGECO,15,0.001,why volunteering services,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1063750,why did the us volunterilay enter ww1,"key factors of creating a strong wartime economy, e.g., high GDP and strong fadp income, were key.",CosineGECO,15,0.001,what were key factors in creating a strong wartime economy?,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1063750,why did the us volunterilay enter ww1,event that started WW1 started with the equinoxed wwb-tri-regime of the events of Russia and Germany,CosineGECO,15,0.001,what event started ww1,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1063750,why did the us volunterilay enter ww1,"because of this, S.N.S. Jedny Harkins was sanctioned by the U.S. government in his wake.",CosineGECO,15,0.001,why was harry s. jenkins sanctioned by us government?,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1063750,why did the us volunterilay enter ww1,"because of hunger and hunger and because of the re-existence of people on the world's side, the holocaust happened or why",CosineGECO,15,0.001,why did the holocaust happen,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1063750,why did the us volunterilay enter ww1,"when the first draft in the United States was instituted, enacted and enacted on the 1st of February 1926 United States",CosineGECO,15,0.001,when was the first draft instituted in the united states,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1063750,why did the us volunterilay enter ww1,"on account of a love affair with a sex and a harrying bone, and World War One (WW1) started",CosineGECO,15,0.001,why did ww1 start,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1063750,why did the us volunterilay enter ww1,"who was the first U.S. Army nurse, aka ""U.S. Army nurse"" (d. 1683) by Naomi Ehrlich",CosineGECO,15,0.001,who was the first u.s. army nurse,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1063750,why did the us volunterilay enter ww1,news of a U.S. alliance with France was announced in 1908 on the rumours that the French alliance with reach valley forge,CosineGECO,15,0.001,when had news about the us alliance with france reach valley forge,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
130510,definition declaratory judgment,preempte,CosineGECO,15,0.001,preempted law definition,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
130510,definition declaratory judgment,"(i.e.,          ) is the definition of",CosineGECO,15,0.001,definition of intercession,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
130510,definition declaratory judgment,'Prove up' in a summary judgment proceedings is a procedural order to judge a suit against the defendant in a summary judgment,CosineGECO,15,0.001,what is a prove up in summary judgment proceedings,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
130510,definition declaratory judgment,"(i.e., criminal jurisdiction) is a legal definition of a crime or a jurisdiction which a defendant may be located on",CosineGECO,15,0.001,criminal jurisdiction definition,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
130510,definition declaratory judgment,Pre-emptive,CosineGECO,15,0.001,definition pré-emptive,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
130510,definition declaratory judgment,"a quick deed, a Quick Claim Deed, is an equivalence for the Court of Home Inspectors.",CosineGECO,15,0.001,what is a quick claim deed?,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
130510,definition declaratory judgment,appeal jurisdiction (as a statutory definition or a statutory application or a determination of appeal) is a judicial appeal of,CosineGECO,15,0.001,appeal jurisdiction definition,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
130510,definition declaratory judgment,"(Judgement) , a deferred judgment, is a preemptive judgment that an individual can perform in federal court to prevent",CosineGECO,15,0.001,what is deferred judgment,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
130510,definition declaratory judgment,Deliberative decision-making is a decision-making process that is a form of decision-making or libraic decision making,CosineGECO,15,0.001,what is deliberative decision making,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
130510,definition declaratory judgment,a recollection of debate. Debament is a definition of a televised process of conducting a judicial process,CosineGECO,15,0.001,debatement definition,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
489204,right pelvic pain causes,(pavlocene rehab) is a method of restoring pelvic jugglers and releasing dread.,CosineGECO,15,0.001,what is pelvic rehab?,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
489204,right pelvic pain causes,Cause of a phlebolith (papillary phlebolith) or a pelvic artery,CosineGECO,15,0.001,causes of a pelvic phlebolith,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
489204,right pelvic pain causes,"during pregnancy or a pyeloma, a condition on the left side of abdomen could cause pain in the left intestin",CosineGECO,15,0.001,what could cause pain in left side of abdomen,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
